Model_Code,c40HC
A5UQ48GFA0,102
A5UQ48GFA1,104
A5UW306FA3,171
A5UW306FA5,110
A5UW30GFA0,110
A5UW30GFA1,110
A5UW30GFA2,110
A5UW30GFA4,104
A5UW36GFA2,110
A5UW36GFH0,52
A5UW36GFH2,52
A5UW36GFT0,102
A5UW406FA5,110
A5UW40GFA0,102
A5UW40GFA1,104
A5UW40GFA4,104
A5UW42GFA1,104
A5UW48GFA1,104
A5UW48GFA4,104
A6UQ406FA0,110
A6UW368FA0,114
A6UW406FA0,110
A6UW42GFH0,52
A6UW42GFH2,52
A7UQ406FA1,110
A7UQ40GFA0,102
A7UQ486FA0,39
A7UW406FA3,110
A7UW406FA5,110
A7UW40GFA0,102
A7UW428FA0,110
A7UW428FA3,52
A7UW42GFA1,52
A7UW42GFA2,52
A7UW42LFA0,52
A7UW42LFA1,52
A7UW486FA0,39
A7UW48GFT0,52
A8UQ48GFA0,102
A8UQ54GFA0,102
A8UQ566FA0,39
A8UW486FA3,52
A8UW486FA5,52
A8UW488FA0,110
A8UW488FA3,52
A8UW48GFA0,52
A8UW48GFA1,52
A8UW48GFA2,52
A8UW48GFH0,52
A8UW48LFA0,52
A8UW48LFA1,52
A8UW54GFA0,52
A8UW54GFA2,52
A8UW566FA0,39
A8UW60GFA0,52
A8UW60GFA2,52
A9-CORE,1232
A9-LITE,1232
A900BM,1232
A901PM,1232
A902RM,1232
A905RM,1232
A906SM,1232
A907BMS,1232
A907GMS,1232
A908VMR,1408
A9100IN,1232
A9100S,1408
A9100SN,1408
A912PM,1232
A913BM,1232
A915RM,1408
A916BM,1232
A9200I,1408
A923KGMP,1232
A925KSM,1232
A926KSM,1232
A927KGMS,1232
A927KVMS,1232
A929KVM,920
A9300I,1408
A9300IK,1408
A9300SK,1408
A9309P,1408
A930B,1408
A930R,1408
A930S,1408
A931KWM,462
A931R,1408
A931S,1408
A933B,1408
A933R,1408
A935S,1408
A9370IK,920
A9370SK,920
A9370VK,920
A937KGMS,2214
A938BA,1232
A938BO,1408
A938KBGS,2214
A938RA,1408
A938RO,1408
A938SA,1408
A938SO,1408
A939KBGS,320
A9400IK,1408
A9400PK,1408
A9400SK,1408
A9409P,1408
A940R,1408
A940S,1408
A941KTMP,1232
A9470IHK,920
A9470IK,920
A9470SHK,920
A9479IH,920
A9479S,920
A948RA,1408
A948SA,1408
A949KTMS,453
A949RA,1232
A9500IK,1408
A9500SK,1408
A950K,1408
A950S,1408
A951S,1408
A9570IGK,920
A9570IK,920
A9570PK,920
A9570SK,920
A9570VK,920
A9571IGKT,920
A9579I,920
A9579IG,920
A9579P,920
A9579S,920
A958IA,1408
A958KA,1408
A958KT,1408
A958SA,1408
A958SG,1408
A958SH,1408
A958ST,1408
A958VA,1408
A958VT,920
A9600SK,920
A968KA,1408
A968SA,1408
A9700BPK,920
A9700IK,920
A9700SK,920
A9700VK,920
A978IA,920
A978KA,920
A978SA,920
A978VA,920
A9ADVANCED,1408
A9BED,1232
A9BED2X,1232
A9BED2XC,1232
A9BEDDING,1232
A9BEDDING2,1408
A9BEDDING2B,1408
A9BEDDINGX,1232
A9CXR-ELITE,1792
A9DDCARPET,1232
A9DDCARPET2,1232
A9DDFLOOR,1232
A9ESSENTIAL,1232
A9K-AQUA,1232
A9K-CORE,1408
A9K-CORE1G,1232
A9K-CORE1S,1232
A9K-CORE2,1232
A9K-CORE2S,1232
A9K-CORE3S,1232
A9K-COREMOP,894
A9K-DMAX,1232
A9K-EVOLVE,1232
A9K-LEGEND,894
A9K-LITE1C,1824
A9K-MASTER,894
A9K-MAX,2214
A9K-MAX1,920
A9K-MAX2,920
A9K-MAXLITE,894
A9K-MOP2,894
A9K-PRIME,1232
A9K-PRIME1G,1232
A9K-PRIME1S,1232
A9K-PRO,1232
A9K-PRO1,1232
A9K-PRO1B,920
A9K-PRO1G,920
A9K-PRO2G,894
A9K-PRO2N,894
A9K-PROPLUS,894
A9K-SLIM1R,1824
A9K-SLIM2N,1824
A9K-SOLO,2214
A9K-ULTRA,920
A9K-ULTRA1B,1232
A9K-ULTRA1P,920
A9K-ULTRA1V,920
A9K-ULTRA2C,894
A9K-ULTRA3,920
A9KCOREPLUS,1386
A9KEXTRA,1408
A9KMASTER,1408
A9KMAX,894
A9KMAXPLUS,1232
A9KPRO,1232
A9KULTIMAT2,1232
A9KULTIMATE,894
A9KULTRA,920
A9L-TITAN,453
A9L-TOWER,453
A9MASTER,1232
A9MASTER2X,1232
A9MULTI,1386
A9MULTI2X,1232
A9MULTICARE,1232
A9N-CORE,1408
A9N-FLEX,1232
A9N-LITE,1408
A9N-MASTERX,894
A9N-MAX,894
A9N-MULTI,894
A9N-ONE,2214
A9N-PRIME,1824
A9N-SMOP2X,894
A9N-SOLO,2214
A9N-TWIN,1824
A9N-WHITE,1824
A9NCORE1G,1232
A9NCORE1V,1232
A9NEOMASTER,894
A9NEOMAX,894
A9NEOMULTI,894
A9P-CORE,1232
A9P-COREMOP,894
A9P-LITE,1232
A9P-LITEMOP,894
A9P-MAX1,1408
A9P-PRO,920
A9PADVANCE2,1408
A9PBED,1232
A9PBED2B,1232
A9PBED2R,1232
A9PBED2X,1232
A9PDDFLOOR2,1232
A9PETNBED,1386
A9PETNBED2X,1232
A9PFLOOR,1232
A9PMASTER2,1232
A9PMASTER2X,1232
A9PMULTI2,1232
A9PPERFECT2,920
A9PRO,920
A9PSMOP2X,920
A9PSMOPB,920
A9PSMOPX,920
A9SINGLE,1232
A9T-AUTO,320
A9T-CORE,453
A9T-CORECG,453
A9T-COREEG,453
A9T-LITE,2214
A9T-MAX,320
A9T-STEAM,320
A9T-STEAMW,320
A9T-ULTRA,2214
A9T-ULTRA1C,320
A9TX-PRIMEG,320
A9ULTIMATE,920
A9UQ566FA1,52
A9UW548FA3,52
A9UW566FA3,52
A9UW566FA5,52
A9UW56GFA0,52
A9UW56GFA1,52
A9UW56LFA0,52
A9UW56LFA1,52
A9X-AUTO,453
A9X-AUTO2,453
A9X-MAX,453
A9X-RSTEAM,453
A9X-STEAM,453
A9X-ULTRA,453
A9X-ULTRA2,453
A9X-ULTRA2G,453
AA,90
AA09SP,630
AA12SP,630
AA18SP,630
AAFTDP100,566
AAFTDP108,283
AAFTS020,980
AAX75307901,242550
AB-H1208VA0,15
ABDP7,11412
ABDPD,16767
ABDPE,16767
ABDPG,11412
ABG049KAC,576
ABG051KAC,576
ABNC096TLA0,432
ABNC126TLA0,432
ABNC186HLA0,294
ABNC186HLA1,294
ABNC186HLAA,294
ABNC246HLA0,294
ABNC246HLAA,294
ABNC306GLAA,223
ABNC308GLA0,224
ABNC366GSA0,223
ABNC368GLA0,224
ABNC368GLAA,223
ABNC428GLA0,224
ABNC488ELAA,110
ABNC488RLA0,125
ABNC548RLA0,125
ABNC608ELAA,110
ABNH09GL1A2,300
ABNH12G1FAB,420
ABNH12GL2A2,316
ABNH186HLAA,294
ABNH186HLAB,294
ABNH186HLAD,294
ABNH18G2FAB,270
ABNH18GGLA1,170
ABNH18GHLA2,294
ABNH18GL2A2,316
ABNH21GGLA1,223
ABNH246HLAA,294
ABNH246HLAB,294
ABNH246HLAD,294
ABNH246HTA0,294
ABNH24GGLA1,223
ABNH24GGLA2,223
ABNH24GHLA2,294
ABNH24GL3A2,240
ABNH306GLAA,223
ABNH306GLAB,223
ABNH306GLAD,223
ABNH306GTA0,223
ABNH30GGLA2,224
ABNH366GLAB,223
ABNH366GLAD,223
ABNH366GSA0,223
ABNH366GTA0,223
ABNH368GLAA,223
ABNH368GLAB,223
ABNH36GGLA2,223
ABNH36GRLA1,120
ABNH36GRLA2,120
ABNH426GLAC,223
ABNH426RLAC,120
ABNH42GRLA1,120
ABNH42GRLA2,120
ABNH486RLAB,120
ABNH486RLAD,125
ABNH488ELAA,110
ABNH488RLAB,120
ABNH48GRLA1,120
ABNH48GRLA2,120
ABNH606RLAB,120
ABNH606RLAC,120
ABNH606RLAD,125
ABNH608ELAA,110
ABNH60GRLA2,120
ABNM1400WT4,144
ABNM7100WT,224
ABNQ09GL1A2,300
ABNQ12GL2A2,300
ABNQ18GHLA0,294
ABNQ18GHLT0,294
ABNQ18GL2A0,330
ABNQ18GL2A1,300
ABNQ18GL2A2,300
ABNQ18GM1A0,224
ABNQ18GM1A2,224
ABNQ18GM1A4,224
ABNQ18GM1T0,224
ABNQ18GM1T2,224
ABNQ18GM1T4,224
ABNQ18GM1T6,224
ABNQ18GM1T7,224
ABNQ18GM1T8,224
ABNQ21GHLA0,294
ABNQ22GM1A4,224
ABNQ24GGLA0,223
ABNQ24GGLT0,223
ABNQ24GL3A0,270
ABNQ24GL3A1,240
ABNQ24GL3A2,240
ABNQ24GM1A0,224
ABNQ24GM1A2,224
ABNQ24GM1A4,224
ABNQ24GM1T0,224
ABNQ24GM1T2,224
ABNQ24GM1T4,224
ABNQ24GM1T6,224
ABNQ24GM1T7,224
ABNQ30GGLA0,223
ABNQ30GGLA1,223
ABNQ30GGLT0,223
ABNQ30GM1A4,224
ABNQ30GM1T0,224
ABNQ30GM2T2,168
ABNQ30GM3T6,168
ABNQ30GM3T7,144
ABNQ36GGLA0,223
ABNQ36GGLA1,223
ABNQ36GGLA2,223
ABNQ36GM2A0,168
ABNQ36GM2A2,168
ABNQ36GM3A4,168
ABNQ36GM3A5,168
ABNQ36GM3T0,144
ABNQ36GM3T2,168
ABNQ36GM3T4,168
ABNQ36GM3T6,168
ABNQ36GM3T7,144
ABNQ36GRLT0,120
ABNQ36LGLA1,223
ABNQ40GM3A4,168
ABNQ40GM3A5,168
ABNQ42GM2A0,168
ABNQ42GRLA0,120
ABNQ42LRLA1,120
ABNQ48GM3A0,168
ABNQ48GM3A2,144
ABNQ48GM3A4,144
ABNQ48GM3A5,168
ABNQ48GM3T2,168
ABNQ48GM3T4,168
ABNQ48GM3T6,144
ABNQ48GM3T7,144
ABNQ48GRLA0,120
ABNQ48GRLT0,120
ABNQ48LM3T0,144
ABNQ48LRLA1,120
ABNQ50GM3A4,144
ABNQ50GM3A5,168
ABNQ53GRLT0,120
ABNQ54GM3A0,168
ABNQ54GM3A2,144
ABNQ54GM3T1,144
ABNQ54GM3T2,168
ABNQ54GM3T6,168
ABNQ54GM3T7,144
ABNQ54GRLA0,120
ABNQ54GRLT0,120
ABNQ54LM3T0,144
ABNQ54LM3T6,168
ABNQ54LRLA1,120
ABNQ60GM3A4,144
ABNQ60GM3A5,168
ABNQ60GM3T4,168
ABNQ60GRLT0,120
ABNQ60LM3T1,144
ABNW09GL2A2,300
ABNW1262SA0,270
ABNW12GL5S1,420
ABNW18GBHC0,294
ABNW18GBHE0,294
ABNW18GHLT0,294
ABNW18GL2D0,300
ABNW18GM1A0,224
ABNW18GM1S1,224
ABNW18GM1S2,224
ABNW18GM1T2,224
ABNW18GM1T4,224
ABNW22GM1S3,224
ABNW246HSY0,294
ABNW24GBHC0,294
ABNW24GBHE0,294
ABNW24GGLT0,223
ABNW24GGSA3,223
ABNW24GM1A0,224
ABNW24GM1D0,224
ABNW24GM1S1,224
ABNW24GM1S2,244
ABNW24GM1T2,224
ABNW24GM1T4,224
ABNW27GM1T4,224
ABNW27GM1T6,224
ABNW3067SA3,125
ABNW306GSY0,223
ABNW30G7SA4,125
ABNW30G7SD0,125
ABNW30GB7H0,125
ABNW30GGLT0,223
ABNW30GM1A0,224
ABNW30GM1S1,224
ABNW30GM1S2,224
ABNW30GM1S3,224
ABNW30GM1S4,224
ABNW30GM2T2,168
ABNW3666SS0,140
ABNW3667SA3,125
ABNW366GSY0,223
ABNW36G7SA4,125
ABNW36G7SB0,125
ABNW36G7SD0,125
ABNW36GB7H0,125
ABNW36GBRH0,125
ABNW36GM2A0,168
ABNW36GM2D0,168
ABNW36GM2S1,168
ABNW36GM3S2,144
ABNW36GM3T1,168
ABNW36GM3T2,144
ABNW36GM3T6,168
ABNW36GRLT0,120
ABNW36LM3S1,144
ABNW38GM3T1,168
ABNW38GM3T4,168
ABNW40GM3S3,168
ABNW4266SS0,140
ABNW4267SA2,125
ABNW4267SA3,125
ABNW42G7SA4,125
ABNW42G7SB0,125
ABNW42G7SD0,125
ABNW42GB7H0,125
ABNW42GBRH0,125
ABNW42GM2A0,168
ABNW42GM3H0,144
ABNW42GM3T2,168
ABNW4867SA3,125
ABNW4867SS0,125
ABNW48GBRH0,125
ABNW48GM3A0,144
ABNW48GM3H0,144
ABNW48GM3S1,144
ABNW48GM3T1,168
ABNW48GM3T2,168
ABNW48GM3T4,168
ABNW48GRLT0,120
ABNW48LM3S1,144
ABNW48LM3S2,144
ABNW50GM3S3,144
ABNW50LM3S1,144
ABNW50LM3S2,144
ABNW53GM3T1,168
ABNW53GM3T4,168
ABNW53GM3T6,144
ABNW54GM3S1,144
ABNW54GM3T0,168
ABNW54GM3T1,168
ABNW54GRLT0,120
ABNW54LM3S1,144
ABNW5567SA3,125
ABNW55G7SA4,125
ABNW55G7SB0,125
ABNW55G7SD0,125
ABNW55GB7H0,125
ABNW57GM3T1,168
ABNW58GM3T4,144
ABNW60GM3A0,144
ABNW60GM3S1,144
ABNW60GM3S3,144
ABNW60GM3T1,168
ABNW60GM3T2,168
ABNW60GM3T6,168
ABNW60GRLT0,120
ABNW60LM3S1,144
ABNW60LM3S2,144
ABNW62L9SB1,52
ABNW7089TA0,52
ABNW7089TB0,52
ABNW70GB9A0,70
ABNW85GB9A0,70
ABPAE,432
ABPAEC,432
ABUC096TLA0,312
ABUC126TLA0,312
ABUC186HLA0,171
ABUC186HLA1,171
ABUC246HLA0,171
ABUC308GLA0,171
ABUC366GSA0,114
ABUC368GLA0,104
ABUC428GLA0,104
ABUC488RLA0,88
ABUC548RLA0,88
ABUH246HTA0,162
ABUH306GTA0,90
ABUH366GSA0,114
ABUH366GTA0,90
ABUQ09GL1A0,316
ABUQ09GL1A2,515
ABUQ12GL2A0,316
ABUQ12GL2A2,489
ABUQ18GHLA0,316
ABUQ18GHLT0,171
ABUQ18GL2A0,316
ABUQ18GL2A2,312
ABUQ18GL2R1,316
ABUQ18GM1A0,316
ABUQ18GM1A4,316
ABUQ18GM1T0,316
ABUQ18GM1T1,316
ABUQ18GM1T2,170
ABUQ18GM1T4,170
ABUQ18GM1T6,316
ABUQ18GM1T7,312
ABUQ18GM1T8,312
ABUQ21GHLA0,316
ABUQ22GM1A4,316
ABUQ24GGLA0,186
ABUQ24GGLT0,171
ABUQ24GL3A0,186
ABUQ24GL3A2,171
ABUQ24GM1A0,186
ABUQ24GM1A2,171
ABUQ24GM1A4,171
ABUQ24GM1T0,171
ABUQ24GM1T2,170
ABUQ24GM1T4,170
ABUQ24GM1T6,171
ABUQ24GM1T7,171
ABUQ30GGLA1,104
ABUQ30GGLT0,104
ABUQ30GM1A4,171
ABUQ30GM1T0,171
ABUQ30GM1T1,110
ABUQ30GM2T2,110
ABUQ30GM3T6,171
ABUQ30GM3T7,171
ABUQ36GGLA0,104
ABUQ36GGLA1,104
ABUQ36GM2A0,104
ABUQ36GM3T0,171
ABUQ36GM3T2,110
ABUQ36GM3T4,110
ABUQ36GM3T6,110
ABUQ36GM3T7,104
ABUQ36GRLT0,104
ABUQ36LGLA1,104
ABUQ42GM2A0,104
ABUQ42GRLA0,104
ABUQ42LRLA1,104
ABUQ48GM3A0,104
ABUQ48GM3A2,104
ABUQ48GM3T2,52
ABUQ48GM3T4,52
ABUQ48GM3T6,52
ABUQ48GM3T7,52
ABUQ48GRLA0,104
ABUQ48GRLT0,52
ABUQ48LM3T0,102
ABUQ48LRLA0,104
ABUQ48LRLA1,104
ABUQ48LRLT0,52
ABUQ53GRLT0,52
ABUQ54GM3A0,52
ABUQ54GM3T1,52
ABUQ54GM3T2,52
ABUQ54GM3T6,52
ABUQ54GM3T7,52
ABUQ54GRLA0,52
ABUQ54GRLT0,52
ABUQ54LM3T0,52
ABUQ54LM3T6,52
ABUQ54LRLA1,52
ABUQ60GM3T4,52
ABUQ60GRLT0,52
ABUQ60LM3T1,52
ABUW1262SA0,171
ABUW12GL5S1,400
ABUW18GHLT0,171
ABUW18GL2D0,171
ABUW18GM1S1,316
ABUW18GM1S2,312
ABUW18GM1T1,316
ABUW18GM1T2,170
ABUW22GM1S3,312
ABUW246HSY0,171
ABUW24GGLT0,171
ABUW24GGSA3,110
ABUW24GM1D0,110
ABUW24GM1S1,170
ABUW24GM1S2,170
ABUW24GM1T2,170
ABUW27GM1T6,170
ABUW3067SA3,52
ABUW306GSY0,171
ABUW30G7SA4,110
ABUW30G7SD0,171
ABUW30GGLT0,104
ABUW30GM1S1,170
ABUW30GM1S2,170
ABUW30GM1S3,171
ABUW30GM1S4,170
ABUW30GM1T1,110
ABUW30GM2T2,110
ABUW3666SS0,114
ABUW3667SA3,52
ABUW366GSY0,171
ABUW36G7SA4,102
ABUW36G7SB0,102
ABUW36G7SD0,102
ABUW36GM2D0,102
ABUW36GM2S1,104
ABUW36GM3S2,104
ABUW36GM3T1,110
ABUW36GM3T2,110
ABUW36GM3T6,170
ABUW36GRLT0,104
ABUW36LM3S2,52
ABUW4266SS0,52
ABUW4267SA3,52
ABUW42G7SA4,52
ABUW42G7SB0,52
ABUW42G7SD0,102
ABUW42GM3T2,52
ABUW4867SA3,52
ABUW4867SS0,52
ABUW4867SS1,52
ABUW48GM3S1,52
ABUW48GM3T1,52
ABUW48GM3T2,52
ABUW48GM3T4,52
ABUW48GRLT0,52
ABUW48LM3S1,52
ABUW48LM3S2,104
ABUW50LM3S1,52
ABUW50LM3S2,52
ABUW54GM3S1,52
ABUW54GM3T1,52
ABUW54GRLT0,52
ABUW54LM3S1,52
ABUW5567SA3,52
ABUW5567SS1,52
ABUW55G7SA4,52
ABUW55G7SB0,52
ABUW55G7SD0,52
ABUW60GM3S1,52
ABUW60GM3T1,52
ABUW60GM3T2,52
ABUW60GM3T4,52
ABUW60GM3T6,52
ABUW60GRLT0,52
ABUW60LM3S1,52
ABUW60LM3S2,52
ABUW62L9SB1,42
ABUW7089TA0,28
ABUW7089TB0,28
ABUW70L9SB1,42
ABZCA,11560
AC09BK,880
AC09BQ,880
AC09SQ,780
AC12BK,880
AC12BKM,880
AC12BQ,880
AC12SQ,780
AC18BK,550
AC18BQ,550
AC18SQ,504
AC24BK,550
AC24BQ,550
ACHH020LBAB,14
ACHH023LBAB,14
ACHH033LBAB,7
ACHH040LBAB,7
ACHH045LBAB,7
ACHH050LBAB,5
ACHH060LBAB,5
ACHH067LBAB,5
ACKR025SAAA,30
ACKR035SAAA,20
ADA0005V1M,8640
ADA0005V2M,8640
ADA0085Y1M,2880
ADA0085Y2M,2880
ADA0124Y1M,2880
ADA0124Y2M,2880
ADA0124Y3M,2880
ADA0188Y1M,2880
ADA0195Y1M,2880
ADB0030Y1M,2880
ADC0375J1M,2880
ADC0375J2M,2880
ADC0375N1M,2880
ADC0375N2M,2880
ADC0375Y1M,2880
ADC0560N1M,2880
ADC0560N2M,2880
ADC0560Y1M,2880
ADC0745Y1M,2880
ADD0375J1M,2880
ADD0375N1M,2880
ADK0375D1M,2880
ADK0375J1M,2880
ADK0375N1M,2880
ADL0375D1M,2880
ADL0375J1M,2880
ADL0375N1M,2880
ADP30WFP24A,20000
AF-B600N,7980
AF-B700N,8505
AF120S,215600
AF182C0,576
AF20CREAM,480
AF20LEMON,480
AF20MILKTEA,480
AF20NIGHT,480
AF20ROSE,480
AF20SOUND,420
AF242C0,576
AF25CATM,256
AFMW186GMF1,141
AFNQ246GMC0,251
AFNQ282EBA0,126
AFNQ282ECA0,126
AFNQ286ECA0,126
AFNQ286ENB0,101
AFNW186GMF1,141
AFNW222GMF0,141
AFNW226GRH0,141
AFUQ246GMC0,171
AFUQ282EBA0,171
AFUQ282ECA0,171
AFUQ286ECA0,171
AFUQ286ENB0,171
AFUW186GMF1,171
AFUW222GMF0,171
AFUW226GRH0,171
AG161BWC0,85
AG161BWZ0,85
AG16GBWC0,85
AG182UAA,192
AGNU06GTUC2,440
AGNU07GB1G2,420
AGNU07GSBL2,648
AGNU07GTRC2,486
AGNU07GTUC2,440
AGNU09GB1G2,420
AGNU09GSBL2,648
AGNU09GTRC2,486
AGNU09GTUC2,440
AGNU12GB1G2,420
AGNU12GSBL2,648
AGNU12GTQC2,432
AGNU12GTUC2,440
AGNU15GBHA2,294
AGNU15GSBL2,648
AGNU15GTLC2,384
AGNU15GTQC2,432
AGNU15GTTC2,320
AGNU18GBHA2,294
AGNU18GSCL2,488
AGNU18GTLC2,384
AGNU18GTPC2,234
AGNU21GBHA2,294
AGNU21GTLC2,384
AGNU21GTPC2,234
AGNU230GBA0,70
AGNU24GBGA2,223
AGNU24GSCL2,488
AGNU24GTPC2,234
AGNU290GBA0,70
AGNU30GBGA2,223
AGNU30GTNC2,208
AGNU32GBGA2,223
AGNU32GTNC2,208
AGNU38GBGA2,223
AGNU38GTMC2,182
AGNU42GBRA2,120
AGNU42GTMC2,182
AH04K001A,240000
AH07R001A,240000
AH09S1M,664
AH09S1N,664
AH09S1U,312
AH12S1N,664
AH12S1U,312
AH18S2N,576
AH18S2U,171
AH24S2N,576
AH24S2U,104
AHBW036H0,110
AHBW056A0,86
AHBW076A0,86
AHBW096A0,110
AHBW126A0,43
AHBW128A0,43
AHBW146A0,43
AHBW148A0,43
AHBW166A0,52
AHBW168A0,43
AHKW166A0,303
AHMW166A0,303
AHNW03604A2,303
AHNW09604A1,303
AHNW09604A2,303
AHNW09606A0,303
AHNW09606A1,303
AHNW096A0,303
AHNW096AD,303
AHNW09806A1,303
AHNW09A06A1,303
AHNW126A0,303
AHNW126AD,303
AHNW146A0,303
AHNW146AD,303
AHNW16606A1,303
AHNW16606A2,303
AHNW16606A3,303
AHNW16606A4,303
AHNW16606B0,40
AHNW16606C3,303
AHNW16606C4,303
AHNW166A0,303
AHNW166AD,303
AHNW166T0,180
AHNW166T3,180
AHNW16806A1,303
AHNW16806A4,303
AHNW16809A1,303
AHNW16809A2,303
AHNW16809A3,303
AHNW16A06A1,303
AHNW16A09A1,303
AHUW036A2,171
AHUW056A2,110
AHUW056A3,110
AHUW076A2,110
AHUW076A3,110
AHUW096A0,171
AHUW096A1,110
AHUW096A2,110
AHUW096A3,110
AHUW096AD,171
AHUW096AN,171
AHUW126A0,52
AHUW126A1,52
AHUW126A2,52
AHUW126A3,52
AHUW126A4,52
AHUW126AD,52
AHUW128A1,52
AHUW128A2,52
AHUW128A3,52
AHUW128A4,52
AHUW146A0,52
AHUW146A1,52
AHUW146A2,52
AHUW146A3,52
AHUW146A4,52
AHUW146AD,52
AHUW148A1,52
AHUW148A2,52
AHUW148A3,52
AHUW148A4,52
AHUW156A2,52
AHUW158A2,52
AHUW166A0,52
AHUW166A1,52
AHUW166A2,52
AHUW166A3,52
AHUW166A4,52
AHUW166AD,52
AHUW166T0,52
AHUW166T3,52
AHUW168A1,52
AHUW168A2,52
AHUW168A3,52
AHUW168A4,52
AHUW246ALA0,171
AHWRCD,178296
AHWRHD,178296
AHWRHS,178296
AI182C0,558
AI182H0,558
AI242C0,558
AI242H0,558
AIHC60,8400
AIHC61,1
AIHC71G,8400
AJNW30GVLA0,461
AJNW36GVLA0,461
AJNW36GVLA1,367
AK-C03620,36
AK-C04820,36
AK-C06020,36
AK-C12090,1
AK-C1209A,12
AK-C15090,1
AK-C18090,12
AK-C1809A,12
AK-C2409A,6
AK-C3009A,6
AK-H1208C00,16
AK-H1208C02,16
AK-H1808C02,14
AK-H2408C02,8
AK-Q036GD50,36
AK-Q036GH00,36
AK-Q036GH50,36
AK-Q048GD50,36
AK-Q048GH00,16
AK-Q048GH50,36
AK-Q060GD50,36
AK-Q060GH00,16
AK-Q060GH50,36
AK-Q0788C01,20
AK-Q0789C01,20
AK-Q0908C01,20
AK-Q0909C01,20
AK-Q090BCA1,20
AK-Q090LC01,10
AK-Q1208C01,12
AK-Q1208C0A,12
AK-Q1209C01,12
AK-Q120BC00,12
AK-Q120BC01,12
AK-Q120BC0A,12
AK-Q120BCA1,20
AK-Q120LC01,10
AK-Q1508C01,12
AK-Q1508C0A,12
AK-Q1509C01,12
AK-Q150BC00,12
AK-Q150BC01,12
AK-Q150BC02,12
AK-Q150BC0A,12
AK-Q150BCA1,8
AK-Q150LC01,6
AK-Q1808C00,12
AK-Q1808C01,6
AK-Q1808C0A,12
AK-Q1809C00,12
AK-Q1809C01,6
AK-Q180BC00,12
AK-Q180BC0A,12
AK-Q180BCA1,8
AK-Q180DC00,12
AK-Q180LC00,12
AK-Q180LC01,6
AK-Q2108C01,6
AK-Q2408C01,6
AK-Q2408C0A,6
AK-Q2409C01,6
AK-Q240BC00,6
AK-Q240BC01,6
AK-Q240BC0A,6
AK-Q240BCA1,6
AK-Q240DC01,6
AK-Q240DC0A,6
AK-Q240DCA1,6
AK-Q240LC01,3
AK-Q280BC01,6
AK-Q3008C01,6
AK-Q3008C0A,6
AK-Q3009C01,6
AK-Q300BC00,6
AK-Q300BC01,6
AK-Q300BC0A,6
AK-Q300BCA1,6
AK-Q300DC01,6
AK-Q300DC0A,6
AK-Q300DCA1,6
AK-Q300LC01,3
AK-W036GH00,16
AK-W048GH00,16
AK-W060GH00,16
AK-W090BC00,20
AK-W090BCA0,20
AK-W090LC00,20
AK-W090LH00,8
AK-W120BC00,20
AK-W120BCA0,20
AK-W120LC00,20
AK-W120LH00,8
AK-W150BC00,8
AK-W150BCA0,8
AK-W150LC00,8
AK-W150LH00,6
AK-W180BC00,8
AK-W180BCA0,8
AK-W180LC00,8
AK-W180LH00,6
AK-W240BC00,6
AK-W240BCA0,6
AK-W240DC00,6
AK-W240DCA0,6
AK-W240LC00,6
AK-W240LH00,3
AK-W270LH00,3
AK-W300BC00,6
AK-W300BCA0,6
AK-W300DC00,6
AK-W300DCA0,6
AK-W300LC00,6
AK-W300LH00,3
AK090XCL,440
AK180XCL,432
AKEH0521A,672
AKEH1021A,672
AKMH1208C00,16
AKN12JIT,240
AM07BP,800
AM09BP,880
AM09BQ,780
AM12BP,880
AM12BQ,780
AM182C0,495
AM18BP,558
AM207FBC,264
AM20GFBC0,264
AM242C0,495
AM24BP,558
AM35GUDG0,459
AM501YWM1,375
AM50GYWN1,375
AM50GYWN2,375
AMMC09GDJR0,800
AMMC18GDKA0,558
AMMC18GDKR0,558
AMNC076LQL0,851
AMNC07GD4L0,1091
AMNC096APM1,594
AMNC096DZR0,864
AMNC096LQA0,851
AMNC096LQL0,851
AMNC09GD4L0,1091
AMNC09GDBA2,648
AMNC09GDBR0,648
AMNC09GDBR1,648
AMNC09GDBW0,648
AMNC09GDBW1,648
AMNC09GDER0,720
AMNC09GDJA0,800
AMNC09GDJR0,800
AMNC09GTUA0,440
AMNC126APM1,594
AMNC126DUR0,832
AMNC126DUW0,832
AMNC126LRA0,836
AMNC126LRL0,836
AMNC126TCC0,600
AMNC126TEC0,432
AMNC12GB1A2,420
AMNC12GD4L0,1091
AMNC12GDBA2,648
AMNC12GDBR0,648
AMNC12GDBR1,648
AMNC12GDBW0,648
AMNC12GDBW1,648
AMNC12GDER0,720
AMNC12GDJA0,800
AMNC12GDJR0,800
AMNC12GTRA2,486
AMNC12GTUA0,440
AMNC186BHA2,294
AMNC186D3B0,550
AMNC186D3D0,550
AMNC186D3R0,550
AMNC186D3W0,550
AMNC186LTL0,600
AMNC186TEC0,432
AMNC18G2CL0,488
AMNC18GB2A2,270
AMNC18GBHA2,294
AMNC18GD5L0,620
AMNC18GD8R0,540
AMNC18GDCA2,488
AMNC18GDCR0,496
AMNC18GDCR1,488
AMNC18GDCW0,496
AMNC18GDCW1,488
AMNC18GDKA0,558
AMNC18GDKR0,558
AMNC18GTQA0,432
AMNC18GTQA2,432
AMNC18GTTA0,320
AMNC246BHA0,294
AMNC246BHA2,294
AMNC246D3B0,550
